abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
IAH,George Bush Intercontinental,Houston,Houston,POINT(-95.3885 29.786),"POLYGON((-95.26821329999999 29.954560699743826\,-95.2868354 29.958587299743474\,-95.2845291 30.006838399739134\,-95.380135 30.020217499737946\,-95.35631399999998 29.94145469974502\,-95.3553586 29.877505399750845\,-95.35294639999998 29.87273839975127\,-95.36983250000002 29.892663799749457\,-95.37454389999999 29.878126699750787\,-95.40856879999998 29.87538449975104\,-95.40872429999999 29.9151957997474\,-95.38059980000001 29.932674599745813\,-95.38585 29.954061299743874\,-95.4177109 29.951286499744125\,-95.4183668 29.968013499742618\,-95.4206862 29.974852199741996\,-95.42519909999999 29.999667699739774\,-95.4269413 30.008782699738966\,-95.42726409999999 30.009826399738863\,-95.4273195 30.011906899738676\,-95.42812880000001 30.021058299737874\,-95.4284657 30.023738699737628\,-95.4285126 30.036187899736518\,-95.428888 30.039660399736213\,-95.4304033 30.049732699735323\,-95.43548259999999 30.075057199733084\,-95.4272954 30.009822599738868\,-95.4208546 29.975506299741944\,-95.41907829999998 29.96800479974262\,-95.43657889999999 29.96804769974262\,-95.4245376 29.95846959974347\,-95.4244016 29.949104199744326\,-95.4500456 29.94323739974485\,-95.417861 29.938754799745258\,-95.4128623 29.905099399748316\,-95.4312622 29.88542539975012\,-95.46756819999999 29.89185179974952\,-95.4942753 29.876668299750914\,-95.49366279999998 29.920059099746954\,-95.54282849999998 29.973439099742123\,-95.5619456 29.972405199742223\,-95.56215899999998 29.98525399974107\,-95.6159789 30.054104699734943\,-95.57841299999998 30.0545409997349\,-95.55611499999999 30.074796999733113\,-95.5640633 30.081736399732506\,-95.5538766 30.08726159973202\,-95.54544549999999 30.093474099731477\,-95.5398997 30.098681699731024\,-95.564385 30.081787999732498\,-95.556591 30.07483699973311\,-95.5788645 30.05474939973488\,-95.6205909 30.05409609973493\,-95.65975709999998 30.045099199735734\,-95.6163553 30.054136199734927\,-95.58386919999998 29.99679529974003\,-95.6129355 29.99659459974005\,-95.61339319999999 29.998328699739893\,-95.60891799999999 30.0028239997395\,-95.60659879999999 30.008905699738943\,-95.60795599999999 30.01271799973861\,-95.60505769999999 30.012868999738604\,-95.6078987 30.01457249973845\,-95.6256234 29.99462199974022\,-95.57837389999999 29.995566899740144\,-95.54688029999998 29.937586199745372\,-95.5273456 29.94609249974459\,-95.493705 29.92004969974695\,-95.50945619999999 29.914626499747452\,-95.4956686 29.890270499749676\,-95.50704759999999 29.890122399749686\,-95.50217009999999 29.86564609975193\,-95.52506849999999 29.860967299752357\,-95.57050869999999 29.87976719975064\,-95.5733347 29.879747599750637\,-95.5762259 29.880382999750573\,-95.577671 29.880397899750573\,-95.59948269999998 29.880124299750598\,-95.60539659999999 29.879735399750636\,-95.6146891 29.87973729975064\,-95.62051050000001 29.879601699750648\,-95.6191947 29.914708099747436\,-95.6329023 29.92520459974648\,-95.64971159999999 29.9371814997454\,-95.66527279999998 29.947754799744445\,-95.6708623 29.951999399744064\,-95.6876973 29.963615999743023\,-95.68975019999999 29.963916599742987\,-95.7039143 29.973718699742104\,-95.7085449 29.976451599741857\,-95.71661889999999 29.979515499741577\,-95.7165589 29.979709699741566\,-95.71657529999999 29.979848099741556\,-95.71728890000001 29.981539199741402\,-95.72459509999999 29.997135699740006\,-95.7247552 30.02954349973712\,-95.72778859999998 30.044710699735763\,-95.72462659999998 29.997130099740005\,-95.71664769999998 29.979528099741582\,-95.7794443 30.00509169973929\,-95.78013569999999 30.005329399739274\,-95.78070169999998 30.005385399739268\,-95.78336979999999 30.0049638997393\,-95.7991166 30.010660499738794\,-95.79935669999999 30.02644039973739\,-95.79902269999998 30.027412899737303\,-95.7978972 30.03562539973657\,-95.79824799999999 30.03684619973646\,-95.79938830000002 30.02644429973739\,-95.79914829999998 30.010665499738796\,-95.8146222 30.018089499738124\,-95.81590759999999 30.018557499738094\,-95.8164764 30.01865559973808\,-95.8170188 30.01861029973809\,-95.81835279999999 30.018290899738115\,-95.81902899999999 30.01833279973811\,-95.82442910000002 30.020192899737946\,-95.83076390000001 30.022853499737707\,-95.83536039999998 30.024575999737554\,-95.837519 30.024396499737573\,-95.85533499999998 30.031296499736957\,-95.8738655 30.03805799973636\,-95.8744717 30.076673899732945\,-95.87784349999998 30.080836799732584\,-95.89164700000002 30.080636699732597\,-95.8916176 30.08255719973243\,-95.89191969999999 30.095269299731317\,-95.90188269999999 30.095123499731322\,-95.90188209999998 30.095212999731327\,-95.9094107 30.09510429973133\,-95.90974189999999 30.109448199730085\,-95.90944169999999 30.09507639973133\,-95.9019146 30.095095599731337\,-95.89195059999999 30.09524109973132\,-95.8916783 30.0806086997326\,-95.874503 30.076646199732945\,-95.87389919999998 30.038040799736365\,-95.83753160000002 30.02437129973757\,-95.81904409999999 30.018307999738113\,-95.81456479999999 30.018036699738133\,-95.8100444 30.014764299738424\,-95.7871198 30.006135599739203\,-95.7831441 30.004887599739316\,-95.7786816 30.004772499739317\,-95.7713646 30.000180699739737\,-95.70855239999999 29.97643819974186\,-95.6897577 29.963903199742987\,-95.6877048 29.963602599743012\,-95.6192196 29.91470699974744\,-95.620518 29.879588299750655\,-95.56772909999998 29.877775299750816\,-95.5749941 29.834189599754836\,-95.63018760000001 29.85663719975276\,-95.64543309999999 29.830534399755173\,-95.6624079 29.83377509975487\,-95.8067712 29.83138739975509\,-95.80684769999999 29.84589719975375\,-95.8076782 29.921330199746837\,-95.80859359999998 29.957184999743593\,-95.80680389999999 29.831347099755085\,-95.6697168 29.83094569975513\,-95.6637287 29.816750699756444\,-95.7039684 29.80503169975753\,-95.6994015 29.78564109975934\,-95.6664878 29.7828441997596\,-95.69127539999998 29.78286629975959\,-95.7458323 29.726213099764905\,-95.7272781 29.708575799766585\,-95.7711091 29.702865299767137\,-95.69147349999999 29.707636399766677\,-95.6592099 29.727975699764748\,-95.6315805 29.72021519976548\,-95.6222642 29.73588979976401\,-95.6285608 29.71237499976623\,-95.60831 29.679628699769335\,-95.625769 29.6610483997711\,-95.50844659999998 29.64152529977298\,-95.52002989999998 29.572012499779667\,-95.4462199 29.581404399778762\,-95.4465126 29.60616289977637\,-95.38025159999998 29.599637899777004\,-95.3803393 29.612320599775774\,-95.35531019999999 29.612264099775786\,-95.35178480000002 29.585276599778382\,-95.3309327 29.59911629977705\,-95.2540684 29.58503949977841\,-95.23493489999998 29.602564799776722\,-95.22544009999999 29.582154499778685\,-95.20119249999999 29.60167569977681\,-95.2110329 29.58312679977859\,-95.19482100000002 29.58444399977847\,-95.19899549999998 29.572999499779584\,-95.1553047 29.53707049978307\,-95.1440242 29.539550799782823\,-95.1501436 29.55565359978126\,-95.1390046 29.544339599782354\,-95.0884085 29.54966889978184\,-95.0747852 29.558422599780986\,-95.101456 29.580549399778842\,-95.1223777 29.63346059977375\,-95.19078259999999 29.63024969977405\,-95.2081367 29.651067699772064\,-95.2490292 29.652283799771944\,-95.2494869 29.670084599770238\,-95.22825479999999 29.66975409977028\,-95.2263579 29.7190174997656\,-95.19632939999998 29.735036999764088\,-95.1243121 29.72737389976482\,-95.0824861 29.75645589976207\,-95.0302477 29.721947399765327\,-95.02342749999998 29.699548499767445\,-95.01205249999998 29.708592299766586\,-95.018286 29.731386499764437\,-95.07827689999999 29.769805399760816\,-95.12803449999998 29.741051599763516\,-95.1725891 29.753773999762323\,-95.2096431 29.74217829976341\,-95.2101791 29.757708299761962\,-95.18228409999999 29.770941599760725\,-95.159646 29.771319799760683\,-95.15227639999999 29.772177899760592\,-95.1461173 29.773255799760502\,-95.12690489999999 29.777882899760073\,-95.12275899999999 29.778950699759967\,-95.1208679 29.779586199759912\,-95.10749779999999 29.785220099759385\,-95.10552769999998 29.785820399759327\,-95.09522909999998 29.789254099759006\,-95.08258089999998 29.791840499758766\,-95.0804067 29.792494899758704\,-95.07068869999999 29.795824099758395\,-95.06112589999998 29.792813299758674\,-95.06771979999999 29.7957095997584\,-95.06927559999998 29.79595419975838\,-95.07089189999999 29.79581159975839\,-95.0952399 29.789279899759006\,-95.1068243 29.785501199759363\,-95.1233986 29.778796899759985\,-95.1596555 29.771347199760687\,-95.18228449999998 29.770967699760718\,-95.193541 29.788412699759082\,-95.17926929999999 29.805832299757462\,-95.1668816 29.838658099754422\,-95.1517005 29.902741099748532\,-95.12055159999998 29.902121999748587\,-95.1149746 29.941821899744983\,-95.147003 29.948815699744348\,-95.1196801 29.952025599744054\,-95.1223374 29.985563599741038\,-95.11027159999999 29.986515299740955\,-95.09746139999999 30.043612699735863\,-95.1171923 30.045429099735706\,-95.09337269999999 30.047868499735493\,-95.0965452 30.060377399734385\,-95.1384871 30.070044599733535\,-95.1669294 30.11035059972999\,-95.21826109999999 30.076369599732974\,-95.22727229999998 30.052276899735098\,-95.2628238 30.071398199733412\,-95.26251349999998 30.042853399735932\,-95.29391259999998 30.04291229973592\,-95.2933478 30.014507899738444\,-95.2726665 30.032641899736834\,-95.2444576 30.020674699737903\,-95.2360087 29.97535099974195\,-95.2318993 30.00528349973927\,-95.2037762 30.019087699738048\,-95.15361629999998 30.029731299737108\,-95.13839539999998 30.005806299739238\,-95.1352905 29.98402709974117\,-95.15668629999999 29.97985769974155\,-95.1773262 29.953992699743882\,-95.15286139999999 29.901467299748642\,-95.17958619999999 29.80608009975744\,-95.2049915 29.775410899760306\,-95.2142478 29.806679899757388\,-95.2026496 29.822897099755885\,-95.2308205 29.816885099756433\,-95.2284748 29.85709409975272\,-95.2477389 29.857517299752672\,-95.24779959999998 29.87501289975108\,-95.28038049999999 29.874659999751092\,-95.2972214 29.891095499749593\,-95.28737899999999 29.912477399747647\,-95.31638700000002 29.866587499751844\,-95.3550778 29.877164899750873\,-95.3329644 29.888187099749864\,-95.35472119999999 29.897701499748997\,-95.35593359999999 29.93980199974516\,-95.31531349999999 29.921285399746846\,-95.3183401 29.940939699745062\,-95.2729429 29.93476599974562\,-95.2828322 29.94113539974505\,-95.26821329999999 29.954560699743826)\,(-95.54885709999999 29.845217599753806\,-95.56164259999998 29.852020699753187\,-95.5488683 29.85029299975335\,-95.54885709999999 29.845217599753806)\,(-95.54641659999999 29.758901299761852\,-95.5128213 29.797278899758258\,-95.48502919999999 29.794794099758494\,-95.50776749999999 29.74612059976305\,-95.54641659999999 29.758901299761852)\,(-95.4844491 29.69908569976749\,-95.4640337 29.725525199764988\,-95.44791119999998 29.722708099765253\,-95.4472216 29.690133399768335\,-95.4844491 29.69908569976749)\,(-95.4476426 29.72453079976508\,-95.41855589999999 29.725461099764992\,-95.41820909999998 29.70630549976681\,-95.4456897 29.70458269976697\,-95.4476426 29.72453079976508)\,(-95.29507740000001 30.005183799739292\,-95.2945429 30.00551329973925\,-95.2945405 30.005205299739277\,-95.29507740000001 30.005183799739292)\,(-95.2591124 29.773266899760497\,-95.21182089999999 29.759458899761796\,-95.21570359999998 29.732565599764317\,-95.2535831 29.73186839976438\,-95.2591124 29.773266899760497)\,(-95.17329939999999 29.954012599743884\,-95.16928129999998 29.959476499743392\,-95.16763510000001 29.957271799743584\,-95.161595 29.957150399743597\,-95.17329939999999 29.954012599743884)\,(-95.16182959999999 29.95770419974354\,-95.1683933 29.963671399743003\,-95.156111 29.963750899742998\,-95.16182959999999 29.95770419974354)\,(-95.1547894 29.555751299781246\,-95.15313939999999 29.55867889978096\,-95.1503613 29.555869499781238\,-95.1547894 29.555751299781246)\,(-95.15295050000002 29.545962999782194\,-95.1526099 29.551245899781687\,-95.1481812 29.546635299782135\,-95.15295050000002 29.545962999782194)\,(-95.0873383 29.75489389976222\,-95.0892611 29.757581099761975\,-95.0865644 29.755632099762142\,-95.0873383 29.75489389976222)\,(-95.07908009999998 29.75995129976175\,-95.0791665 29.762057499761546\,-95.0779046 29.76129249976162\,-95.07908009999998 29.75995129976175)\,(-95.0758982 29.763152899761455\,-95.0771736 29.765210799761253\,-95.07555529999999 29.76551149976122\,-95.0758982 29.763152899761455))"
IBA,Ibadan,Ibadan North,Ibadan,POINT(3.9167 7.3964),"POLYGON((3.8761568 7.446475299395493\,3.880084599999999 7.422080999395896\,3.899264 7.379759799396635\,3.9327997 7.413681399396038\,3.9327621 7.436475199395656\,3.9010906 7.461858099395244\,3.8761568 7.446475299395493))"
ICN,Incheon Int'l,인천광역시,Incheon,POINT(126.6333 37.4833),"POLYGON((125.39492759999999 36.85441929983037\,125.81818299999998 36.85855399983087\,126.0504841 36.93123139983978\,126.27794790000002 37.05619399985536\,126.3690447 37.15238739986758\,126.42281769999998 37.15210689986753\,126.55340910000001 37.23908129987872\,126.4944777 37.3072654998876\,126.49886370000002 37.32061779988935\,126.66033260000002 37.33294279989097\,126.722371 37.37998219989717\,126.7793154 37.45295439990686\,126.77812779999998 37.471809799909366\,126.7422885 37.48686909991138\,126.74170080000002 37.50893689991434\,126.7603379 37.51596859991529\,126.76443280000001 37.55531619992058\,126.79362610000001 37.58162389992414\,126.75172679999999 37.579556999923874\,126.65247200000002 37.63901809993194\,126.6253287 37.60287539992703\,126.54503690000001 37.583855399924445\,126.5490841 37.61800539992908\,126.52225559999997 37.67495059993685\,126.51998270000001 37.79202139995296\,126.41357579999999 37.84470349996026\,126.20609380000002 37.823248099957276\,126.18369739999997 37.778414699951064\,126.18715569999999 37.74902989994702\,126.16074490000001 37.71750129994268\,126.11111429999998 37.712492199941984\,126.01667099999999 37.65832679993457\,125.75000710000002 37.714709199942305\,125.6950023 37.69166439993914\,125.51666760000002 37.6819327999378\,125.42630630000001 37.64921459993333\,125.4710386 37.52704369991677\,125.55241860000001 37.44533719990584\,125.7178994 37.39251059989882\,125.8678027 37.409420299901065\,125.752472 37.30210859988693\,125.7129813 37.18109799987124\,125.6348582 37.17021049986985\,125.5610868 37.115496299862855\,125.39492759999999 36.85441929983037))"
IDR,Devi Ahilyabai Holkar Int'l,Indore City,Indore,POINT(75.8472 22.7167),"POLYGON((75.79512790000001 22.72536300039347\,75.81810009999998 22.704323300394105\,75.81806099999999 22.66910970039514\,75.8560894 22.6568645003955\,75.892706 22.68736430039461\,75.91844960000002 22.68155280039478\,75.92870839999999 22.748459200392745\,75.9047047 22.750535500392687\,75.89833769999998 22.78225970039168\,75.860232 22.77191220039201\,75.8427062 22.78336900039164\,75.83973629999998 22.743529700392905\,75.79512790000001 22.72536300039347))"
IEV,Kiev Zhuliany Int'l,Вишнева міська громада,Vyshneve,POINT(30.3581 50.3869),"POLYGON((30.331068600000002 50.385896799367785\,30.364204599999994 50.352750699374766\,30.425988000000004 50.374147899370236\,30.3901148 50.38607299936775\,30.416217999999997 50.398148899365204\,30.331068600000002 50.385896799367785))"
IFN,Esfahan Int'l,اصفهان,Eşfahān,POINT(51.6675 32.6447),"POLYGON((51.52563829999999 32.7745092995894\,51.52737609999999 32.75643689958961\,51.5902438 32.703303299590324\,51.58829769999999 32.66725149959086\,51.5607899 32.63747709959132\,51.5719394 32.59685409959203\,51.628648899999995 32.56769559959255\,51.6427983 32.514654399593596\,51.67949089999999 32.5051651995938\,51.6663589 32.5346064995932\,51.738384 32.56047289959269\,51.76418100000001 32.598469199591996\,51.8044438 32.565460999592595\,51.84587419999999 32.57876259959234\,51.8470253 32.63480089959137\,51.83206909999999 32.653788999591065\,51.858081899999995 32.659058099590986\,51.864364699999996 32.6906592995905\,51.77025749999999 32.70599679959029\,51.7384404 32.732755199589924\,51.708686400000005 32.73599339958988\,51.7082027 32.74968899958971\,51.6337783 32.76449549958952\,51.60646419999999 32.80600479958904\,51.5746125 32.8203958995889\,51.53874379999999 32.809336499589016\,51.546645 32.77846699958935\,51.52563829999999 32.7745092995894))"
IGU,Foz do Iguaçu Int'l,Foz do Iguaçu,Foz do Iguaçu,POINT(-54.5875 -25.54),"POLYGON((-54.61985500000001 -25.45545019971389\,-54.6017705 -25.48550849970964\,-54.5935346 -25.59275279969455\,-54.55257460000001 -25.588129499695206\,-54.5264199 -25.62866549968953\,-54.492703399999996 -25.618095999691004\,-54.451023 -25.657465199685518\,-54.4340414 -25.697444999679952\,-54.38394589999999 -25.597470699693893\,-54.3483138 -25.60704949969255\,-54.33074 -25.573375599697272\,-54.29401949999999 -25.55798979969944\,-54.322 -25.532999999702948\,-54.4863662 -25.552410799700215\,-54.4859036 -25.403905299721195\,-54.5074843 -25.366675499726483\,-54.466913 -25.324650599732472\,-54.39913889999999 -25.377083099725002\,-54.385 -25.25899999974186\,-54.3951316 -25.23226609974569\,-54.408860499999996 -25.248017899743434\,-54.4736229 -25.21149399974867\,-54.501621699999994 -25.297237199736387\,-54.61985500000001 -25.45545019971389))"
ILM,Wilmington Int'l,New Hanover County,Murraysville,POINT(-77.8429 34.2919),"POLYGON((-78.0296177 34.331798399614335\,-78.0261898 34.31805279961373\,-78.00655859999999 34.320211499613826\,-78.0156715 34.29069999961256\,-77.9910768 34.28296329961223\,-78.00146729999999 34.27213859961178\,-77.9565983 34.234500399610226\,-77.93109329999999 34.04339029960314\,-77.94848149999999 33.971280599600796\,-77.89701099999999 33.786799999595694\,-77.894246 33.878654999598076\,-77.78555499999999 34.125170999606006\,-77.67527599999998 34.253129999610984\,-77.71049719999999 34.297954599612865\,-77.73920149999998 34.29275819961265\,-77.8126639 34.359010199615554\,-77.80472299999998 34.37674769961635\,-77.8230626 34.389280399616936\,-77.8856178 34.3644919996158\,-77.9166905 34.37580739961631\,-77.9346817 34.35803679961552\,-77.9621966 34.38286109961664\,-77.98776999999998 34.3710875996161\,-77.9780399 34.35696319961547\,-77.9908934 34.337295099614586\,-78.0296177 34.331798399614335))"
ILR,Ilorin Int'l,Ilorin East,Ilorin,POINT(4.55 8.5),"POLYGON((4.531483199999999 8.530644399393017\,4.5573983 8.45289989939218\,4.576707399999999 8.436638799392027\,4.6341271 8.442228299392077\,4.629045499999999 8.478306799392437\,4.5822968 8.499648099392665\,4.6768146 8.506817799392746\,4.723326699999999 8.549371699393244\,4.855167399999999 8.580051399393634\,4.981204 8.656336799394706\,4.983691699999999 8.676237099395012\,4.889163999999999 8.727646799395846\,4.8807764 8.746441799396166\,4.6635861 8.561586399393395\,4.5436788 8.560625099393386\,4.531483199999999 8.530644399393017))"
IND,Indianapolis Int'l,Indianapolis,Indianapolis,POINT(-86.1458 39.7771),"POLYGON((-86.3260582 39.924181400257\,-86.3262972 39.63216260021647\,-85.95212289999999 39.63850200021736\,-85.95400229999998 39.86964390024951\,-85.938067 39.86981200024954\,-85.93804009999998 39.92752530025745\,-86.3260582 39.924181400257))"
ING,Com. Armando Tola Int'l,Lago Argentino,El Calafate,POINT(-72.2833 -50.3333),"POLYGON((-73.5605371 -49.94246559863094\,-73.5001981 -49.967163998623704\,-73.4445262 -49.96556979862417\,-73.4356642 -50.01024189861127\,-73.4616655 -50.05392529859886\,-73.4974653 -50.04993889859997\,-73.4756828 -50.08928189858896\,-73.5142154 -50.10639479858423\,-73.52180599999998 -50.15368929857134\,-73.4614509 -50.185207798562914\,-73.43090060000002 -50.18262809856358\,-73.4161323 -50.20007509855895\,-73.448174 -50.216966398554504\,-73.45151069999999 -50.24290299854774\,-73.3613889 -50.30138889853282\,-73.43777779999999 -50.34361109852231\,-73.41694439999999 -50.38166669851302\,-73.3683333 -50.37277779851517\,-73.3869444 -50.39249999851042\,-73.35749999999999 -50.428888898501775\,-73.3517003 -50.473143298491486\,-73.36442999999998 -50.48806579848809\,-73.33721639999999 -50.49711809848604\,-73.360734 -50.5079545984836\,-73.3574724 -50.53506919847758\,-73.3329356 -50.57091489846973\,-73.1936111 -50.6152777984603\,-73.1451059 -50.652494398452575\,-73.1962931 -50.741323398435014\,-73.1497222 -50.76777779842998\,-73.2002778 -50.811388898421946\,-73.19999999999999 -50.82055559842029\,-73.1438889 -50.780555598427604\,-73.0958358 -50.77273679842906\,-73.0685045 -50.788906798426055\,-73.0431479 -50.76186519843111\,-72.95487189999999 -50.74123589843501\,-72.9451786 -50.70820299844142\,-72.9103785 -50.698899198443264\,-72.89525639999998 -50.67144389844876\,-72.7891445 -50.631892498456835\,-72.72829059999998 -50.6148284984604\,-72.6968337 -50.64518809845407\,-72.6547122 -50.662479098450554\,-72.6250363 -50.65539209845201\,-72.5863695 -50.68168769844669\,-72.57568569999998 -50.67847019844732\,-72.582638 -50.656401198451796\,-72.54701619999999 -50.621315798459044\,-72.4943848 -50.60168459846315\,-72.43095159999999 -50.61701369845992\,-72.4114189 -50.63750159845567\,-72.35235219999998 -50.61799399845973\,-72.3377717 -50.64980739845312\,-72.28785039999998 -50.657242198451634\,-72.2979516 -50.68135799844676\,-70.6440183 -50.73733559843577\,-70.5797225 -49.20444329887465\,-71.39880039999998 -49.19386539887847\,-72.56536249999999 -48.483333499151875\,-72.58514639999999 -48.487113199150336\,-72.53543440000001 -48.665882699079056\,-72.5317276 -48.79720329902763\,-72.6402283 -48.86737549900054\,-72.6893664 -48.86621099900099\,-72.69668069999999 -48.89674359898928\,-72.7467978 -48.907805498985056\,-72.795893 -48.968829498961874\,-72.8498161 -48.96482529896339\,-72.86420879999999 -48.946356798970385\,-72.9230079 -48.93446119897491\,-72.9427095 -48.94300759897167\,-72.9554619 -48.9782825989583\,-72.9882206 -48.99104109895349\,-72.9772614 -49.026108298940315\,-73.00996929999998 -49.0331635989377\,-73.00095389999998 -49.05988779892771\,-73.04182509999998 -49.07773759892108\,-73.0578292 -49.12278439890444\,-73.14642959999999 -49.189067798880224\,-73.13454359999999 -49.26584749885257\,-73.0893633 -49.25298729885717\,-73.03999999999999 -49.276944398848606\,-73.14913889999998 -49.28388889884613\,-73.4730702 -49.20471799887457\,-73.4964176 -49.26832819885168\,-73.41029699999999 -49.31941459883353\,-73.4287906 -49.34401179882487\,-73.425922 -49.39192439880816\,-73.49013089999998 -49.42872859879543\,-73.46351959999998 -49.482500598777044\,-73.4875064 -49.50050589877095\,-73.5393253 -49.49824759877171\,-73.5493961 -49.53810359875832\,-73.46339749999999 -49.61891419873159\,-73.4638248 -49.64241269872392\,-73.5042911 -49.662920498717284\,-73.5088077 -49.705217898703715\,-73.4384952 -49.75783019868708\,-73.4659 -49.77369929868209\,-73.4473264 -49.79700809867485\,-73.490746 -49.81656159866884\,-73.48333239999998 -49.83866399866206\,-73.50685000000001 -49.891738398646005\,-73.5491377 -49.90688689864148\,-73.5605371 -49.94246559863094))"
